,id,type_of_contract,type_of_contract2,channel,datetime,Term,payment_type,product,amount,state,overdue_count,overdue,credit rating,bank,cancellation,age,Mileage
35351,66784866,렌탈,Normal,서비스 방문,2019-12-24,60,CMS,K1,96900,계약확정,0,없음,4.0,농협은행,정상,46.505780002285476,
35371,66784526,렌탈,Normal,서비스 방문,2019-12-24,60,카드이체,K1,96900,계약확정,0,없음,6.0,롯데카드,정상,46.46341677640735,
35374,66358933,렌탈,Extension_Rental,서비스 방문,2019-12-24,60,CMS,K1,96900,계약확정,0,없음,5.0,국민은행,정상,46.48459838934642,
35377,66784689,렌탈,Normal,서비스 방문,2019-12-24,60,카드이체,K1,96900,계약확정,0,없음,1.0,현대카드,정상,46.56932484110268,
35381,66784514,렌탈,Normal,홈쇼핑/방송,2019-12-24,60,CMS,K1,96900,계약확정,0,없음,5.0,국민은행,정상,46.48459838934642,
35437,66783790,렌탈,Promotion,서비스 방문,2019-12-25,60,CMS,K1,105900,계약확정,0,없음,4.0,광주은행,정상,46.500516652134095,
35475,66784700,렌탈,Promotion,서비스 방문,2019-12-25,36,CMS,K2,102900,계약확정,0,없음,6.0,농협은행,정상,46.845365599276626,
35523,66783859,렌탈,Promotion,서비스 방문,2019-12-26,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
35587,66237176,렌탈,Promotion,서비스 방문,2019-12-26,60,CMS,K3,90900,계약확정,0,없음,4.0,국민은행,정상,46.5092889023864,
35639,66458225,렌탈,Normal,서비스 방문,2019-12-26,60,CMS,K1,96900,계약확정,0,없음,1.0,하나은행,정상,46.56932484110268,
35667,66436789,멤버십,TAS,렌탈재계약,2019-12-26,12,CMS,K1,66900,계약확정,0,없음,2.0,국민은행,정상,47.33660317460863,
35677,66434572,렌탈,Extension_Rental,서비스 방문,2019-12-26,60,CMS,K1,96900,계약확정,0,없음,4.0,부산은행,정상,46.505780002285476,
35701,66435273,렌탈,Extension_Rental,서비스 방문,2019-12-26,60,카드이체,K4,126900,계약확정,0,없음,3.0,롯데카드,정상,46.50941711471992,
35762,66435730,멤버십,TAS,렌탈재계약,2019-12-26,12,CMS,K1,66900,계약확정,0,없음,1.0,기업은행,정상,47.3577847875477,
35770,66784652,렌탈,Normal,렌탈총판,2019-12-26,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
35825,66785004,렌탈,Normal,서비스 방문,2019-12-26,60,CMS,K2,96900,계약확정,0,없음,1.0,우리은행,정상,46.56932484110268,
35842,66178141,렌탈,Promotion,홈쇼핑/방송,2019-12-26,60,카드이체,K2,87900,계약확정,0,없음,7.0,BC카드,정상,46.44749851361967,
35857,66772669,렌탈,Package,홈쇼핑/방송,2019-12-26,60,카드이체,K2,81900,계약확정,0,없음,5.0,롯데카드,정상,46.49337063959872,
35869,66784822,렌탈,Promotion,렌탈총판,2019-12-26,60,카드이체,K1,111900,계약확정,0,없음,4.0,롯데카드,정상,46.49700775203317,
35883,66784566,렌탈,Normal,서비스 방문,2019-12-26,60,CMS,K1,96900,계약확정,0,없음,4.0,농협은행,정상,46.505780002285476,
35909,66232034,렌탈,Extension_Rental,서비스 방문,2019-12-26,60,CMS,K4,126900,계약확정,0,없음,9.0,신한은행,정상,46.382327437085536,
35967,66785258,렌탈,Normal,홈쇼핑/방송,2019-12-26,60,CMS,K1,96900,계약확정,0,없음,2.0,SC제일은행,정상,46.54814322816361,
35982,66775339,렌탈,Package,홈쇼핑/방송,2019-12-26,60,카드이체,K2,81900,계약확정,0,없음,1.0,신한카드,정상,46.578097091354984,
35985,66435845,멤버십,TAS,렌탈재계약,2019-12-26,12,CMS,K1,66900,계약확정,0,없음,2.0,농협은행,정상,47.33660317460863,
35989,66784944,렌탈,Normal,렌탈총판,2019-12-26,60,카드이체,K2,96900,계약확정,0,없음,1.0,삼성카드,정상,46.56932484110268,
36004,66785364,렌탈,Package,서비스 방문,2019-12-27,60,카드이체,K1,81900,계약확정,0,없음,8.0,외환카드,정상,46.42982580078153,
36011,66785629,렌탈,Promotion,전자랜드,2019-12-27,60,CMS,K1,96900,계약확정,0,없음,9.0,국민은행,정상,46.399871937590156,
36017,66785053,렌탈,Normal,서비스 방문,2019-12-27,60,CMS,K4,144900,계약확정,0,없음,1.0,국민은행,정상,46.54125364029529,
36035,66127671,렌탈,Package,렌탈총판,2019-12-27,60,CMS,K2,89400,계약확정,0,없음,3.0,국민은행,정상,46.5313477403507,
36046,66785675,렌탈,Promotion,서비스 방문,2019-12-27,60,CMS,K1,111900,계약확정,0,없음,5.0,국민은행,정상,46.4758261390941,
36063,66164894,렌탈,Package,서비스 방문,2019-12-27,60,카드이체,K2,81900,계약확정,0,없음,1.0,신한카드,정상,46.578097091354984,
36067,66785243,렌탈,Package,홈쇼핑/방송,2019-12-27,60,카드이체,K1,81900,계약확정,0,없음,6.0,현대카드,정상,46.472189026659656,
36120,66437130,멤버십,TAS,렌탈재계약,2019-12-27,12,CMS,K2,55200,계약확정,0,없음,2.0,국민은행,정상,47.343445529805436,
36140,66783742,렌탈,Normal,서비스 방문,2019-12-27,36,CMS,K2,102900,계약확정,0,없음,5.0,국민은행,정상,46.86654721221569,
36154,66785656,렌탈,Package,렌탈총판,2019-12-27,60,CMS,K1,81900,계약확정,0,없음,1.0,우리은행,정상,46.578097091354984,
36174,66784828,렌탈,Promotion,렌탈총판,2019-12-27,60,카드이체,K1,105900,계약확정,0,없음,1.0,외환카드,정상,46.56406149095129,
36182,66785547,렌탈,Promotion,서비스 방문,2019-12-27,36,CMS,K2,102900,계약확정,0,없음,3.0,신한은행,정상,46.90891043809382,
36225,66785308,렌탈,Promotion,서비스 방문,2019-12-27,60,CMS,K1,105900,계약확정,0,없음,2.0,신한은행,정상,46.54287987801222,
36257,66785476,렌탈,Normal,서비스 방문,2019-12-27,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.56932484110268,
36313,66785570,렌탈,Promotion,일반,2019-12-27,60,CMS,K1,105900,계약확정,0,없음,5.0,농협은행,정상,46.47933503919503,
36347,66785639,렌탈,Promotion,렌탈총판,2019-12-27,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
36365,66785417,렌탈,Normal,서비스 방문,2019-12-27,60,CMS,K1,124200,계약확정,0,없음,8.0,우리은행,정상,46.40508805507002,
36415,66785766,렌탈,Normal,영업방판,2019-12-27,60,CMS,K1,96900,계약확정,0,없음,1.0,신한은행,정상,46.56932484110268,
36419,66651970,렌탈,Promotion,서비스 방문,2019-12-27,60,카드이체,K2,90900,계약확정,0,없음,4.0,롯데카드,정상,46.5092889023864,
36462,66784978,렌탈,Normal,홈쇼핑/방송,2019-12-27,60,CMS,K1,96900,계약확정,0,없음,7.0,국민은행,정상,46.44223516346828,
36484,66785160,렌탈,Normal,홈쇼핑/방송,2019-12-27,60,카드이체,K1,96900,계약확정,0,없음,7.0,신한카드,정상,46.44223516346828,
36501,66436014,멤버십,TAS,렌탈재계약,2019-12-27,12,CMS,K1,66900,계약확정,0,없음,7.0,기업은행,정상,47.230695109913306,
36559,66785739,렌탈,Promotion,홈쇼핑/방송,2019-12-28,60,CMS,K1,96900,계약확정,0,없음,5.0,우리은행,정상,46.48459838934642,
36624,66617786,렌탈,Promotion,서비스 방문,2019-12-29,60,CMS,K2,90900,계약확정,0,없음,5.0,농협은행,정상,46.488107289447335,
36626,66785492,렌탈,Promotion,영업방판,2019-12-29,39,CMS,K6,185700,계약확정,0,없음,4.0,우체국,정상,46.791123788390735,
36635,66304258,렌탈,Package,서비스 방문,2019-12-29,60,카드이체,K1,81900,계약확정,0,없음,2.0,외환카드,정상,46.55691547841592,
36638,66785648,렌탈,Normal,렌탈총판,2019-12-29,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
36687,66781787,렌탈,Normal,홈쇼핑/방송,2019-12-29,60,CMS,K1,96900,계약확정,0,없음,4.0,국민은행,정상,46.505780002285476,
36696,66785727,렌탈,Promotion,서비스 방문,2019-12-29,60,CMS,K1,105900,계약확정,0,없음,2.0,하나은행,정상,46.54287987801222,
36742,66767728,렌탈,Promotion,홈쇼핑/인터넷,2019-12-29,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
36762,66772876,렌탈,Package,홈쇼핑/방송,2019-12-29,60,카드이체,K2,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
36775,66436363,렌탈,Extension_Rental,서비스 방문,2019-12-29,60,CMS,K1,102900,계약확정,0,없음,3.0,부산은행,정상,46.52345271512362,
36813,66785795,렌탈,Promotion,영업방판,2019-12-29,60,CMS,K1,105900,계약확정,0,없음,4.0,하나은행,정상,46.500516652134095,
36865,66233552,렌탈,Promotion,서비스 방문,2019-12-29,60,CMS,K3,90900,계약확정,0,없음,4.0,농협은행,정상,46.5092889023864,
36885,66785523,렌탈,Normal,영업방판,2019-12-29,60,CMS,K1,96900,계약확정,0,없음,2.0,국민은행,정상,46.54814322816361,
36914,66784202,멤버십,TAS,렌탈재계약,2019-12-29,12,CMS,K1,66900,계약확정,0,없음,4.0,국민은행,정상,47.2942399487305,
36919,66784323,렌탈,Package,홈쇼핑/방송,2019-12-29,60,CMS,K1,81900,계약확정,0,없음,4.0,국민은행,정상,46.51455225253779,
36939,66437020,멤버십,TAS,렌탈재계약,2019-12-29,12,CMS,K1,66900,계약확정,0,없음,6.0,농협은행,정상,47.25187672285237,
37002,66428263,렌탈,Promotion,하이마트,2019-12-29,60,CMS,K1,96900,계약확정,0,없음,5.0,우리은행,정상,46.48459838934642,
37030,66785857,렌탈,Normal,서비스 방문,2019-12-29,60,CMS,K1,96900,계약확정,0,없음,4.0,국민은행,정상,46.505780002285476,
37146,66786048,렌탈,Normal,렌탈총판,2019-12-30,60,CMS,K1,124200,계약확정,0,없음,1.0,기업은행,정상,46.55335934564347,
37149,66786657,렌탈,Promotion,일반,2019-12-30,60,CMS,K1,96900,계약확정,0,없음,1.0,신한은행,정상,46.56932484110268,
37211,66786363,렌탈,Package,렌탈총판,2019-12-30,60,CMS,K2,81900,계약확정,0,없음,2.0,농협은행,정상,46.55691547841592,
37230,66786640,렌탈,Normal,홈쇼핑/방송,2019-12-30,60,카드이체,K1,96900,계약확정,0,없음,2.0,삼성카드,정상,46.54814322816361,
37234,66788633,렌탈,Promotion,렌탈총판,2020-01-07,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
37314,66788623,렌탈,Promotion,영업방판,2020-01-07,60,CMS,K1,105900,계약확정,0,없음,1.0,국민은행,정상,46.56406149095129,
37329,66784696,렌탈,Normal,렌탈총판,2020-01-07,60,CMS,K1,96900,계약확정,0,없음,6.0,국민은행,정상,46.46341677640735,
37337,66130804,렌탈,Normal,R관리방판,2020-01-07,60,CMS,K1,96900,계약확정,0,없음,6.0,새마을금고,정상,46.46341677640735,
37339,66455882,렌탈,Promotion,R관리방판,2020-01-07,60,카드이체,K3,90900,계약확정,0,없음,3.0,롯데카드,정상,46.53047051532547,
37364,66787974,렌탈,Normal,렌탈총판,2020-01-07,60,CMS,K1,87900,계약확정,0,없음,2.0,국민은행,정상,46.553406578315,
37372,66366676,렌탈,Normal,렌탈총판,2020-01-07,60,CMS,K1,96900,계약확정,0,없음,7.0,우리은행,정상,46.44223516346828,
37381,66783636,렌탈,Package,홈쇼핑/방송,2020-01-07,60,CMS,K2,81900,계약확정,0,없음,1.0,신한은행,정상,46.578097091354984,
37419,66787497,렌탈,Normal,홈쇼핑/방송,2020-01-07,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.56932484110268,
37426,66787766,렌탈,Package,홈쇼핑/방송,2020-01-07,60,CMS,K2,81900,계약확정,0,없음,2.0,국민은행,정상,46.55691547841592,
37457,66788302,렌탈,Package,R관리방판,2020-01-07,60,카드이체,K2,89400,계약확정,0,없음,2.0,롯데카드,정상,46.55252935328976,
37522,66786874,렌탈,Normal,서비스 방문,2020-01-07,60,카드이체,K4,126900,계약확정,0,없음,7.0,롯데카드,정상,46.42469066296366,
37529,66787053,렌탈,Package,홈쇼핑/방송,2020-01-07,60,카드이체,K2,81900,계약확정,0,없음,5.0,국민카드,정상,46.49337063959872,
37559,66770710,렌탈,Promotion,서비스 방문,2020-01-07,60,CMS,K2,90900,계약확정,0,없음,3.0,농협은행,정상,46.53047051532547,
37677,66788727,렌탈,Normal,일반,2020-01-08,60,CMS,K1,96900,계약확정,0,없음,1.0,신한은행,정상,46.56932484110268,
37687,66788330,렌탈,Normal,R관리방판,2020-01-08,60,카드이체,K1,96900,계약확정,0,없음,2.0,국민카드,정상,46.54814322816361,
37721,66789689,렌탈,Normal,서비스 방문,2020-01-08,60,CMS,K1,96900,계약확정,0,없음,7.0,국민은행,정상,46.44223516346828,
37756,66787505,렌탈,Package,홈쇼핑/방송,2020-01-08,60,카드이체,K2,81900,계약확정,0,없음,2.0,롯데카드,정상,46.55691547841592,
37780,66788740,렌탈,Promotion,일반,2020-01-08,60,카드이체,K1,105900,계약확정,0,없음,1.0,신한카드,정상,46.56406149095129,
37802,66789004,렌탈,Promotion,전자랜드,2020-01-08,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
37912,66781954,렌탈,Extension_Rental,서비스 방문,2020-01-08,60,CMS,K1,96900,계약확정,0,없음,5.0,우리은행,정상,46.48459838934642,
37933,66438619,멤버십,TAS,R관리방판,2020-01-08,12,CMS,K1,66900,계약확정,0,없음,2.0,광주은행,정상,47.33660317460863,
37950,66653117,렌탈,Package,홈쇼핑/방송,2020-01-08,60,카드이체,K1,81900,계약확정,0,없음,7.0,롯데카드,정상,46.451007413720596,
37984,66787905,렌탈,Package,홈쇼핑/방송,2020-01-08,60,카드이체,K2,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
37985,66788594,렌탈,Promotion,홈쇼핑/방송,2020-01-08,60,카드이체,K1,96900,계약확정,0,없음,4.0,외환카드,정상,46.505780002285476,
38093,66788589,렌탈,Package,홈쇼핑/방송,2020-01-08,60,CMS,K2,81900,계약확정,0,없음,4.0,롯데카드,정상,46.51455225253779,
38124,66789408,렌탈,Promotion,영업방판,2020-01-08,60,CMS,K1,105900,계약확정,0,없음,8.0,국민은행,정상,46.415790200377835,
38190,66759670,렌탈,Package,홈쇼핑/방송,2020-01-08,60,카드이체,K2,81900,계약확정,0,없음,5.0,국민카드,정상,46.49337063959872,
38222,66781807,렌탈,Package,홈쇼핑/방송,2020-01-08,60,CMS,K1,81900,계약확정,0,없음,8.0,농협은행,정상,46.42982580078153,
38294,66788587,렌탈,Normal,렌탈총판,2020-01-09,60,CMS,K1,96900,계약확정,0,없음,5.0,국민은행,정상,46.48459838934642,
38309,66788127,렌탈,Normal,서비스 방문,2020-01-09,60,CMS,K1,96900,계약확정,0,없음,2.0,하나은행,정상,46.54814322816361,
38331,66125203,렌탈,Extension_Rental,R관리방판,2020-01-09,60,CMS,K4,120900,계약확정,0,없음,5.0,농협은행,정상,46.47056278894272,
38340,66788805,렌탈,Package,홈쇼핑/방송,2020-01-09,60,카드이체,K2,81900,계약확정,0,없음,2.0,롯데카드,정상,46.55691547841592,
38356,66789156,렌탈,Promotion,영업방판,2020-01-09,60,CMS,K1,105900,계약확정,0,없음,2.0,신한은행,정상,46.54287987801222,
38422,66788223,렌탈,Normal,영업방판,2020-01-09,60,CMS,K1,96900,계약확정,0,없음,2.0,농협은행,정상,46.54814322816361,
38441,66789741,렌탈,Promotion,전자랜드,2020-01-09,60,CMS,K1,87900,계약확정,0,없음,1.0,국민은행,정상,46.57458819125406,
38449,66787834,렌탈,Promotion,이마트,2020-01-09,60,CMS,K1,96900,계약확정,0,없음,7.0,새마을금고,정상,46.44223516346828,
38477,66783311,렌탈,Package,홈쇼핑/방송,2020-01-09,60,CMS,K2,81900,계약확정,0,없음,4.0,국민은행,정상,46.51455225253779,
38568,66749823,렌탈,Promotion,R관리방판,2020-01-09,60,CMS,K2,90900,계약확정,0,없음,2.0,농협은행,정상,46.551652128264536,
38577,66787686,렌탈,Promotion,홈쇼핑/방송,2020-01-09,60,CMS,K1,96900,계약확정,0,없음,4.0,국민은행,정상,46.505780002285476,
38584,66789226,렌탈,Promotion,렌탈총판,2020-01-09,60,CMS,K1,118200,계약확정,0,없음,1.0,새마을금고,정상,46.5568682457444,
38640,66267423,렌탈,Promotion,R관리방판,2020-01-09,60,CMS,K3,90900,계약확정,0,없음,4.0,신한은행,정상,46.5092889023864,
38677,66785786,렌탈,Normal,홈쇼핑/방송,2020-01-09,60,CMS,K1,96900,계약확정,0,없음,9.0,새마을금고,정상,46.399871937590156,
38709,66788543,렌탈,Promotion,R관리방판,2020-01-09,60,CMS,K1,105900,계약확정,0,없음,6.0,농협은행,정상,46.45815342625596,
38804,66790023,렌탈,Promotion,서비스 방문,2020-01-09,60,CMS,K1,105900,계약확정,0,없음,3.0,국민은행,정상,46.52169826507316,
38863,66789046,렌탈,Normal,서비스 방문,2020-01-09,60,CMS,K1,96900,계약확정,0,없음,4.0,농협은행,정상,46.505780002285476,
38946,66770989,렌탈,Promotion,서비스 방문,2020-01-10,60,CMS,K1,96900,계약확정,0,없음,6.0,우리은행,정상,46.46341677640735,
38955,66789123,렌탈,Promotion,서비스 방문,2020-01-10,60,CMS,K2,90900,계약확정,0,없음,4.0,우리은행,정상,46.5092889023864,
38964,66772591,렌탈,Package,홈쇼핑/방송,2020-01-10,60,CMS,K2,81900,계약확정,3,있음,6.0,농협은행,정상,46.472189026659656,
38967,66697987,렌탈,Promotion,R관리방판,2020-01-10,60,CMS,K3,90900,계약확정,0,없음,6.0,현대카드,정상,46.466925676508275,
38977,66789164,렌탈,Promotion,홈쇼핑/방송,2020-01-10,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
39007,66340050,렌탈,Package,홈쇼핑/방송,2020-01-10,60,CMS,K2,81900,계약확정,0,없음,4.0,우리은행,정상,46.51455225253779,
39013,66439376,멤버십,TAS,R관리방판,2020-01-10,12,CMS,K1,66900,계약확정,0,없음,3.0,기업은행,정상,47.31542156166957,
39037,66789485,렌탈,Normal,영업방판,2020-01-10,60,카드이체,K1,96900,계약확정,0,없음,1.0,외환카드,정상,46.56932484110268,
39117,66790450,렌탈,Package,렌탈총판,2020-01-10,60,카드이체,K1,98400,계약확정,0,없음,1.0,롯데카드,정상,46.56844761607744,
39122,66787006,렌탈,Package,렌탈총판,2020-01-10,60,CMS,K2,89400,계약확정,0,없음,2.0,씨티은행,정상,46.55252935328976,
39185,66783396,렌탈,Package,홈쇼핑/방송,2020-01-10,60,CMS,K2,81900,계약확정,0,없음,2.0,국민은행,정상,46.55691547841592,
39197,66789498,렌탈,Promotion,R관리방판,2020-01-10,60,CMS,K1,96900,계약확정,0,없음,2.0,대구은행,정상,46.54814322816361,
39294,66788109,렌탈,Normal,서비스 방문,2020-01-10,60,CMS,K1,96900,계약확정,0,없음,6.0,농협은행,정상,46.46341677640735,
39320,66236397,렌탈,Extension_Rental,R관리방판,2020-01-10,60,CMS,K1,96900,계약확정,0,없음,1.0,우리은행,정상,46.56932484110268,
39358,66790471,렌탈,Package,서비스 방문,2020-01-10,60,CMS,K2,89400,계약확정,0,없음,9.0,기업은행,정상,46.40425806271631,
39384,66789972,렌탈,Promotion,서비스 방문,2020-01-10,60,CMS,K1,105900,계약확정,0,없음,2.0,농협은행,정상,46.54287987801222,
39404,66439490,멤버십,TAS,R관리방판,2020-01-10,12,CMS,K1,66900,해약확정,0,없음,5.0,농협은행,해약,47.27305833579144,
39435,66787849,렌탈,Normal,홈쇼핑/방송,2020-01-10,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.56932484110268,
39437,66788131,렌탈,Promotion,전자랜드,2020-01-10,60,CMS,K1,96900,계약확정,0,없음,6.0,신한은행,정상,46.46341677640735,
39513,66790278,렌탈,Promotion,R관리방판,2020-01-12,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
39521,66788475,렌탈,Extension_Rental,R렌탈운영,2020-01-12,60,카드이체,K1,96900,계약확정,0,없음,2.0,롯데카드,정상,46.54814322816361,
39529,66787449,렌탈,Package,영업방판,2020-01-12,60,CMS,K1,81900,계약확정,0,없음,1.0,우리은행,정상,46.578097091354984,
39552,66647093,렌탈,Promotion,R관리방판,2020-01-12,60,CMS,K2,90900,계약확정,0,없음,5.0,국민은행,정상,46.488107289447335,
39593,66790425,렌탈,Normal,렌탈총판,2020-01-12,60,CMS,K1,96900,계약확정,0,없음,2.0,농협은행,정상,46.54814322816361,
39601,66789669,렌탈,Promotion,R관리방판,2020-01-12,60,CMS,K2,90900,계약확정,0,없음,2.0,농협은행,정상,46.551652128264536,
39606,66790048,렌탈,Normal,R빌리미,2020-01-12,60,CMS,K3,102900,계약확정,0,없음,2.0,농협은행,정상,46.544634328062685,
39637,66694912,렌탈,Promotion,R관리방판,2020-01-12,60,CMS,K3,108900,계약확정,0,없음,8.0,농협은행,정상,46.41403575032737,
39638,66790649,렌탈,Normal,영업방판,2020-01-12,60,CMS,K1,96900,계약확정,0,없음,2.0,우리은행,정상,46.54814322816361,
39660,66786186,렌탈,Normal,렌탈총판,2020-01-12,60,CMS,K1,96900,계약확정,0,없음,5.0,신한은행,정상,46.48459838934642,
39708,66440457,렌탈,Extension_Rental,R관리방판,2020-01-12,60,CMS,K2,90900,계약확정,0,없음,1.0,유안타증권,정상,46.5728337412036,
39717,66786776,렌탈,Package,홈쇼핑/방송,2020-01-12,60,카드이체,K1,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
39756,66188415,렌탈,Extension_Rental,R관리방판,2020-01-12,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.56932484110268,
39773,66128778,렌탈,Promotion,렌탈총판,2020-01-12,60,CMS,K1,105900,계약확정,0,없음,2.0,신협중앙회,정상,46.54287987801222,
39792,66700849,렌탈,Promotion,R관리방판,2020-01-12,60,CMS,K2,90900,계약확정,0,없음,3.0,국민은행,정상,46.53047051532547,
39795,66789674,렌탈,Normal,홈쇼핑/인터넷,2020-01-12,60,CMS,K1,96900,계약확정,0,없음,1.0,대구은행,정상,46.56932484110268,
39816,66789990,렌탈,Promotion,R인터넷,2020-01-12,60,CMS,K1,105900,계약확정,0,없음,1.0,국민은행,정상,46.56406149095129,
39889,66789155,렌탈,Package,홈쇼핑/방송,2020-01-12,60,카드이체,K2,81900,계약확정,0,없음,6.0,롯데카드,정상,46.472189026659656,
39955,66790401,렌탈,Promotion,렌탈총판,2020-01-12,60,카드이체,K1,105900,계약확정,0,없음,8.0,국민카드,정상,46.415790200377835,
39969,66788964,렌탈,Promotion,홈쇼핑/방송,2020-01-12,60,카드이체,K1,96900,계약확정,0,없음,4.0,롯데카드,정상,46.505780002285476,
39985,66283574,렌탈,Promotion,서비스 방문,2020-01-12,39,CMS,K5,120900,계약확정,0,없음,7.0,국민은행,정상,46.76547507066351,
39994,66759791,렌탈,Normal,홈쇼핑/인터넷,2020-01-12,60,CMS,K1,96900,계약확정,0,없음,4.0,신한은행,정상,46.505780002285476,
40018,66789382,렌탈,Normal,R관리방판,2020-01-12,60,CMS,K1,108900,계약확정,0,없음,5.0,농협은행,정상,46.477580589144566,
40041,66789863,렌탈,Promotion,전자랜드,2020-01-12,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.56932484110268,
40044,66130187,멤버십,TAS,렌탈재계약,2020-01-12,12,CMS,K1,66900,계약확정,0,없음,2.0,농협은행,정상,47.33660317460863,
40065,66790111,렌탈,Package,R관리방판,2020-01-12,60,CMS,K2,89400,계약확정,0,없음,6.0,국민은행,정상,46.4678029015335,
40070,66657947,렌탈,Normal,R관리방판,2020-01-12,60,CMS,K1,96900,계약확정,0,없음,2.0,경남은행,정상,46.54814322816361,
40116,66130938,렌탈,Promotion,렌탈총판,2020-01-12,60,CMS,K1,105900,계약확정,0,없음,1.0,하나은행,정상,46.56406149095129,
40149,66776312,렌탈,Package,홈쇼핑/방송,2020-01-13,60,카드이체,K1,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
40209,66786337,렌탈,Package,홈쇼핑/방송,2020-01-13,60,카드이체,K1,81900,계약확정,0,없음,4.0,롯데카드,정상,46.51455225253779,
40222,66790501,렌탈,Normal,R관리방판,2020-01-13,60,카드이체,K1,105900,계약확정,0,없음,4.0,국민카드,정상,46.500516652134095,
40230,66759041,렌탈,Normal,서비스 방문,2020-01-13,36,CMS,K2,102900,계약확정,0,없음,5.0,우체국,정상,46.86654721221569,
40252,66331418,렌탈,Promotion,R관리방판,2020-01-13,60,카드이체,K3,96900,계약확정,0,없음,4.0,삼성카드,정상,46.505780002285476,
40350,66790088,렌탈,Normal,렌탈총판,2020-01-13,60,카드이체,K1,105900,계약확정,0,없음,1.0,국민카드,정상,46.56406149095129,
40381,66790242,렌탈,Promotion,홈쇼핑/방송,2020-01-13,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.56932484110268,
40391,66791088,렌탈,Promotion,R관리방판,2020-01-13,60,CMS,K1,105900,계약확정,0,없음,2.0,국민은행,정상,46.54287987801222,
40437,66789272,렌탈,Promotion,R관리방판,2020-01-13,60,CMS,K2,90900,계약확정,0,없음,4.0,국민은행,정상,46.5092889023864,
40458,66325778,렌탈,Extension_Rental,R렌탈운영,2020-01-13,60,CMS,K1,102900,계약확정,0,없음,3.0,국민은행,정상,46.52345271512362,
40518,66782161,렌탈,Promotion,홈쇼핑/방송,2020-01-13,60,카드이체,K1,96900,계약확정,0,없음,3.0,롯데카드,정상,46.52696161522454,
40614,66791013,렌탈,Normal,R관리방판,2020-01-13,60,CMS,K1,96900,계약확정,0,없음,2.0,새마을금고,정상,46.54814322816361,
40616,66783931,렌탈,Package,홈쇼핑/방송,2020-01-13,60,CMS,K2,81900,계약확정,0,없음,4.0,국민은행,정상,46.51455225253779,
40625,66787492,렌탈,Normal,영업방판,2020-01-13,60,CMS,K4,126900,계약확정,0,없음,1.0,국민은행,정상,46.55178034059806,
40769,66672013,렌탈,Promotion,R관리방판,2020-01-13,60,CMS,K3,96900,계약확정,0,없음,1.0,경남은행,정상,46.56932484110268,
40785,66789110,렌탈,Normal,홈쇼핑/방송,2020-01-13,60,CMS,K1,96900,계약확정,0,없음,2.0,국민은행,정상,46.54814322816361,
40794,66430837,렌탈,Extension_Rental,R관리방판,2020-01-13,60,CMS,K1,102900,계약확정,0,없음,2.0,국민은행,정상,46.544634328062685,
40810,66790415,렌탈,Promotion,R관리방판,2020-01-13,60,CMS,K3,96900,계약확정,0,없음,1.0,국민은행,정상,46.56932484110268,
40820,66790966,렌탈,Normal,R관리방판,2020-01-13,60,카드이체,K1,96900,계약확정,0,없음,1.0,현대카드,정상,46.56932484110268,
40832,66791010,렌탈,Promotion,렌탈총판,2020-01-13,60,CMS,K1,105900,계약확정,0,없음,1.0,국민은행,정상,46.56406149095129,
40841,66790551,렌탈,Package,서비스 방문,2020-01-13,60,카드이체,K1,89400,계약확정,0,없음,2.0,롯데카드,정상,46.55252935328976,
40866,66786515,렌탈,Package,영업방판,2020-01-13,60,CMS,K2,81900,계약확정,0,없음,2.0,국민은행,정상,46.55691547841592,
40912,66790777,렌탈,Normal,서비스 방문,2020-01-14,60,CMS,K2,87900,계약확정,0,없음,4.0,국민은행,정상,46.511043352436864,
40932,66784509,렌탈,Promotion,전자랜드,2020-01-14,60,CMS,K1,96900,계약확정,0,없음,8.0,국민은행,정상,46.421053550529216,
